Age(Year)   Epochs	max_seq_len	    batch_size	attention_heads num_hidden_layers   hidden_size	    lr	        Best Acc
epoch: 44	| Batches: 100	| Total samples: 12800	 |Loss: 2.0638506042957308	| precision: 0.5288	| time: 82.54
epoch: 44	| Batches: 200	| Total samples: 25600	 |Loss: 2.0622144544124605	| precision: 0.5282	| time: 82.33
epoch: 44	| Batches: 300	| Total samples: 38400	 |Loss: 2.071955354213715	| precision: 0.5292	| time: 82.32
epoch: 44	| Batches: 400	| Total samples: 51200	 |Loss: 2.041488516330719	| precision: 0.5307	| time: 82.16
epoch: 44	| Batches: 426	| Total samples: 54498	 |Loss: 2.0710783509107737	| precision: 0.5279	| time: 21.23
** ** * Saving fine - tuned model ** ** * 
epoch: 45	| Batches: 100	| Total samples: 12800	 |Loss: 2.0587821555137635	| precision: 0.5302	| time: 82.14
epoch: 45	| Batches: 200	| Total samples: 25600	 |Loss: 2.0454214227199556	| precision: 0.5328	| time: 82.31
epoch: 45	| Batches: 300	| Total samples: 38400	 |Loss: 2.064154818058014	| precision: 0.5288	| time: 82.39
epoch: 45	| Batches: 400	| Total samples: 51200	 |Loss: 2.05756995677948	| precision: 0.5285	| time: 82.28
epoch: 45	| Batches: 426	| Total samples: 54498	 |Loss: 2.037261563998002	| precision: 0.5351	| time: 21.29
** ** * Saving fine - tuned model ** ** * 
epoch: 46	| Batches: 100	| Total samples: 12800	 |Loss: 2.051052078008652	| precision: 0.5316	| time: 82.31
epoch: 46	| Batches: 200	| Total samples: 25600	 |Loss: 2.049642347097397	| precision: 0.5301	| time: 82.23
epoch: 46	| Batches: 300	| Total samples: 38400	 |Loss: 2.0643801820278167	| precision: 0.5290	| time: 82.45
epoch: 46	| Batches: 400	| Total samples: 51200	 |Loss: 2.0480055916309357	| precision: 0.5313	| time: 82.29
epoch: 46	| Batches: 426	| Total samples: 54498	 |Loss: 2.040607553261977	| precision: 0.5319	| time: 21.10
** ** * Saving fine - tuned model ** ** * 
epoch: 47	| Batches: 100	| Total samples: 12800	 |Loss: 2.03999427318573	| precision: 0.5316	| time: 82.46
epoch: 47	| Batches: 200	| Total samples: 25600	 |Loss: 2.056924604177475	| precision: 0.5313	| time: 82.37
epoch: 47	| Batches: 300	| Total samples: 38400	 |Loss: 2.062245557308197	| precision: 0.5292	| time: 82.30
epoch: 47	| Batches: 400	| Total samples: 51200	 |Loss: 2.0477960431575775	| precision: 0.5325	| time: 82.45
epoch: 47	| Batches: 426	| Total samples: 54498	 |Loss: 2.0490202491100016	| precision: 0.5296	| time: 21.23
** ** * Saving fine - tuned model ** ** * 
epoch: 48	| Batches: 100	| Total samples: 12800	 |Loss: 2.047163509130478	| precision: 0.5336	| time: 82.07
epoch: 48	| Batches: 200	| Total samples: 25600	 |Loss: 2.01685280919075	| precision: 0.5354	| time: 82.30
epoch: 48	| Batches: 300	| Total samples: 38400	 |Loss: 2.048083713054657	| precision: 0.5338	| time: 82.15
epoch: 48	| Batches: 400	| Total samples: 51200	 |Loss: 2.047905135154724	| precision: 0.5310	| time: 82.10
epoch: 48	| Batches: 426	| Total samples: 54498	 |Loss: 2.049492455445803	| precision: 0.5299	| time: 21.29
** ** * Saving fine - tuned model ** ** * 
epoch: 49	| Batches: 100	| Total samples: 12800	 |Loss: 2.0458898508548735	| precision: 0.5300	| time: 82.37
epoch: 49	| Batches: 200	| Total samples: 25600	 |Loss: 2.0397061467170716	| precision: 0.5336	| time: 82.12
epoch: 49	| Batches: 300	| Total samples: 38400	 |Loss: 2.0312555694580077	| precision: 0.5344	| time: 82.64
epoch: 49	| Batches: 400	| Total samples: 51200	 |Loss: 2.0286275577545165	| precision: 0.5345	| time: 82.04
epoch: 49	| Batches: 426	| Total samples: 54498	 |Loss: 2.0272132341678324	| precision: 0.5360	| time: 21.07
** ** * Saving fine - tuned model ** ** * 
Best accuracy: 0.5333049625193563
